"Sistema","Tipo_de_Tecnologia","Hora","Pronostico_de_Generacion_MWh","Fecha"
"BCA","FOTOVOLTAICA",22,0,"05/jul/2020"
"BCA","FOTOVOLTAICA",23,0,"05/jul/2020"
"BCA","FOTOVOLTAICA",24,0,"05/jul/2020"
"BCS","FOTOVOLTAICA",1,0,"05/jul/2020"
"BCS","FOTOVOLTAICA",2,0,"05/jul/2020"
"BCS","FOTOVOLTAICA",3,0,"05/jul/2020"
"BCS","FOTOVOLTAICA",4,0,"05/jul/2020"
"BCS","FOTOVOLTAICA",5,0,"05/jul/2020"
"BCS","FOTOVOLTAICA",6,0.003,"05/jul/2020"
"BCS","FOTOVOLTAICA",7,0.197,"05/jul/2020"
"BCS","FOTOVOLTAICA",8,3.752,"05/jul/2020"
"BCS","FOTOVOLTAICA",9,10.563,"05/jul/2020"
"BCS","FOTOVOLTAICA",10,22.363,"05/jul/2020"
"BCS","FOTOVOLTAICA",11,37.054,"05/jul/2020"
"BCS","FOTOVOLTAICA",12,50.863,"05/jul/2020"
"BCS","FOTOVOLTAICA",13,53.176,"05/jul/2020"
"BCS","FOTOVOLTAICA",14,53.476,"05/jul/2020"
"BCS","FOTOVOLTAICA",15,52.447,"05/jul/2020"
"BCS","FOTOVOLTAICA",16,47.659,"05/jul/2020"
"BCS","FOTOVOLTAICA",17,37.129,"05/jul/2020"
"BCS","FOTOVOLTAICA",18,20.337,"05/jul/2020"
"BCS","FOTOVOLTAICA",19,6.974,"05/jul/2020"
"BCS","FOTOVOLTAICA",20,2.551,"05/jul/2020"
"BCS","FOTOVOLTAICA",21,0.009,"05/jul/2020"
"BCS","FOTOVOLTAICA",22,0,"05/jul/2020"
"BCS","FOTOVOLTAICA",23,0,"05/jul/2020"
"BCS","FOTOVOLTAICA",24,0,"05/jul/2020"
"SIN","EOLICA",1,2370.223,"05/jul/2020"
"SIN","EOLICA",2,2234.448,"05/jul/2020"
"SIN","EOLICA",3,2121.944,"05/jul/2020"
"SIN","EOLICA",4,2006.899,"05/jul/2020"
"SIN","EOLICA",5,1850.12,"05/jul/2020"
"SIN","EOLICA",6,1743.35,"05/jul/2020"
"SIN","EOLICA",7,1605.921,"05/jul/2020"
"SIN","EOLICA",8,1522.698,"05/jul/2020"
"SIN","EOLICA",9,1386.638,"05/jul/2020"
"SIN","EOLICA",10,1398.9,"05/jul/2020"
"SIN","EOLICA",11,1365.098,"05/jul/2020"
"SIN","EOLICA",12,1345.617,"05/jul/2020"
"SIN","EOLICA",13,1372.667,"05/jul/2020"
"SIN","EOLICA",14,1405.007,"05/jul/2020"
"SIN","EOLICA",15,1462.922,"05/jul/2020"
"SIN","EOLICA",16,1629.947,"05/jul/2020"
"SIN","EOLICA",17,1799.139,"05/jul/2020"
"SIN","EOLICA",18,1957.28,"05/jul/2020"
"SIN","EOLICA",19,2145.472,"05/jul/2020"
"SIN","EOLICA",20,2268.885,"05/jul/2020"
"SIN","EOLICA",21,2377.421,"05/jul/2020"
"SIN","EOLICA",22,2494.555,"05/jul/2020"
"SIN","EOLICA",23,2461.584,"05/jul/2020"
"SIN","EOLICA",24,2409.364,"05/jul/2020"
"SIN","FOTOVOLTAICA",1,0,"05/jul/2020"
"SIN","FOTOVOLTAICA",2,0,"05/jul/2020"
"SIN","FOTOVOLTAICA",3,0,"05/jul/2020"
"SIN","FOTOVOLTAICA",4,0,"05/jul/2020"
"SIN","FOTOVOLTAICA",5,0,"05/jul/2020"
"SIN","FOTOVOLTAICA",6,0,"05/jul/2020"
"SIN","FOTOVOLTAICA",7,1.208,"05/jul/2020"
"SIN","FOTOVOLTAICA",8,390.962,"05/jul/2020"
"SIN","FOTOVOLTAICA",9,2242.185,"05/jul/2020"
"SIN","FOTOVOLTAICA",10,3713.123,"05/jul/2020"
"SIN","FOTOVOLTAICA",11,4305.074,"05/jul/2020"
"SIN","FOTOVOLTAICA",12,4460.032,"05/jul/2020"
"SIN","FOTOVOLTAICA",13,4514.381,"05/jul/2020"
"SIN","FOTOVOLTAICA",14,4503.334,"05/jul/2020"
"SIN","FOTOVOLTAICA",15,4420.059,"05/jul/2020"
"SIN","FOTOVOLTAICA",16,4209.278,"05/jul/2020"
"SIN","FOTOVOLTAICA",17,3921.796,"05/jul/2020"
"SIN","FOTOVOLTAICA",18,3573.429,"05/jul/2020"
"SIN","FOTOVOLTAICA",19,3006.621,"05/jul/2020"
"SIN","FOTOVOLTAICA",20,1805.298,"05/jul/2020"
"SIN","FOTOVOLTAICA",21,364.44,"05/jul/2020"
"SIN","FOTOVOLTAICA",22,36.62,"05/jul/2020"
"SIN","FOTOVOLTAICA",23,0,"05/jul/2020"
"SIN","FOTOVOLTAICA",24,0,"05/jul/2020"
"BCA","EOLICA",1,9.386,"06/jul/2020"
"BCA","EOLICA",2,15.599,"06/jul/2020"
"BCA","EOLICA",3,16.188,"06/jul/2020"
"BCA","EOLICA",4,16.188,"06/jul/2020"
"BCA","EOLICA",5,15.314,"06/jul/2020"
"BCA","EOLICA",6,13.376,"06/jul/2020"
"BCA","EOLICA",7,10.602,"06/jul/2020"
"BCA","EOLICA",8,8.014,"06/jul/2020"
"BCA","EOLICA",9,5.506,"06/jul/2020"
"BCA","EOLICA",10,3.606,"06/jul/2020"
"BCA","EOLICA",11,5.851,"06/jul/2020"
"BCA","EOLICA",12,4.882,"06/jul/2020"
"BCA","EOLICA",13,4.73,"06/jul/2020"
"BCA","EOLICA",14,8.752,"06/jul/2020"
"BCA","EOLICA",15,11.507,"06/jul/2020"
"BCA","EOLICA",16,16.789,"06/jul/2020"
"BCA","EOLICA",17,24.312,"06/jul/2020"
"BCA","EOLICA",18,27.694,"06/jul/2020"
"BCA","EOLICA",19,28.53,"06/jul/2020"
"BCA","EOLICA",20,19.611,"06/jul/2020"
"BCA","EOLICA",21,18.357,"06/jul/2020"
"BCA","EOLICA",22,17.331,"06/jul/2020"
"BCA","EOLICA",23,15.067,"06/jul/2020"
"BCA","EOLICA",24,14.972,"06/jul/2020"
"BCA","FOTOVOLTAICA",1,0,"06/jul/2020"
"BCA","FOTOVOLTAICA",2,0,"06/jul/2020"
"BCA","FOTOVOLTAICA",3,0,"06/jul/2020"
"BCA","FOTOVOLTAICA",4,0,"06/jul/2020"
"BCA","FOTOVOLTAICA",5,0,"06/jul/2020"
"BCA","FOTOVOLTAICA",6,0.58,"06/jul/2020"
"BCA","FOTOVOLTAICA",7,14.79,"06/jul/2020"
"BCA","FOTOVOLTAICA",8,36.52,"06/jul/2020"
"BCA","FOTOVOLTAICA",9,43.54,"06/jul/2020"
"BCA","FOTOVOLTAICA",10,43.72,"06/jul/2020"
"BCA","FOTOVOLTAICA",11,43.78,"06/jul/2020"
"BCA","FOTOVOLTAICA",12,43.74,"06/jul/2020"
"BCA","FOTOVOLTAICA",13,43.7,"06/jul/2020"
"BCA","FOTOVOLTAICA",14,43.65,"06/jul/2020"
"BCA","FOTOVOLTAICA",15,43.63,"06/jul/2020"
"BCA","FOTOVOLTAICA",16,43.5,"06/jul/2020"
"BCA","FOTOVOLTAICA",17,43.33,"06/jul/2020"
"BCA","FOTOVOLTAICA",18,43.04,"06/jul/2020"
"BCA","FOTOVOLTAICA",19,27.18,"06/jul/2020"
"BCA","FOTOVOLTAICA",20,4.03,"06/jul/2020"
"BCA","FOTOVOLTAICA",21,0,"06/jul/2020"
"BCA","FOTOVOLTAICA",22,0,"06/jul/2020"
"BCA","FOTOVOLTAICA",23,0,"06/jul/2020"
"BCA","FOTOVOLTAICA",24,0,"06/jul/2020"
"BCS","FOTOVOLTAICA",1,0,"06/jul/2020"
"BCS","FOTOVOLTAICA",2,0,"06/jul/2020"
"BCS","FOTOVOLTAICA",3,0,"06/jul/2020"
"BCS","FOTOVOLTAICA",4,0,"06/jul/2020"
"BCS","FOTOVOLTAICA",5,0,"06/jul/2020"
"BCS","FOTOVOLTAICA",6,0.003,"06/jul/2020"
"BCS","FOTOVOLTAICA",7,0.197,"06/jul/2020"
"BCS","FOTOVOLTAICA",8,3.752,"06/jul/2020"
"BCS","FOTOVOLTAICA",9,10.563,"06/jul/2020"
"BCS","FOTOVOLTAICA",10,22.363,"06/jul/2020"
"BCS","FOTOVOLTAICA",11,37.054,"06/jul/2020"
"BCS","FOTOVOLTAICA",12,50.863,"06/jul/2020"
"BCS","FOTOVOLTAICA",13,53.176,"06/jul/2020"
"BCS","FOTOVOLTAICA",14,53.476,"06/jul/2020"
"BCS","FOTOVOLTAICA",15,52.447,"06/jul/2020"
"BCS","FOTOVOLTAICA",16,47.659,"06/jul/2020"
"BCS","FOTOVOLTAICA",17,37.129,"06/jul/2020"
"BCS","FOTOVOLTAICA",18,20.337,"06/jul/2020"
"BCS","FOTOVOLTAICA",19,6.974,"06/jul/2020"
"BCS","FOTOVOLTAICA",20,2.551,"06/jul/2020"
"BCS","FOTOVOLTAICA",21,0.009,"06/jul/2020"
"BCS","FOTOVOLTAICA",22,0,"06/jul/2020"
"BCS","FOTOVOLTAICA",23,0,"06/jul/2020"
"BCS","FOTOVOLTAICA",24,0,"06/jul/2020"
"SIN","EOLICA",1,2332.384,"06/jul/2020"
"SIN","EOLICA",2,2268.541,"06/jul/2020"
"SIN","EOLICA",3,2149.267,"06/jul/2020"
"SIN","EOLICA",4,2011.106,"06/jul/2020"
"SIN","EOLICA",5,1852.001,"06/jul/2020"
"SIN","EOLICA",6,1700.708,"06/jul/2020"
"SIN","EOLICA",7,1584.726,"06/jul/2020"
"SIN","EOLICA",8,1537.979,"06/jul/2020"
"SIN","EOLICA",9,1493.798,"06/jul/2020"
"SIN","EOLICA",10,1562.528,"06/jul/2020"
"SIN","EOLICA",11,1636.61,"06/jul/2020"
"SIN","EOLICA",12,1668.828,"06/jul/2020"
"SIN","EOLICA",13,1725.911,"06/jul/2020"
"SIN","EOLICA",14,1762.487,"06/jul/2020"
"SIN","EOLICA",15,1797.604,"06/jul/2020"
"SIN","EOLICA",16,1898.141,"06/jul/2020"
"SIN","EOLICA",17,1959.819,"06/jul/2020"
"SIN","EOLICA",18,2040.389,"06/jul/2020"
"SIN","EOLICA",19,2177.499,"06/jul/2020"
"SIN","EOLICA",20,2247.865,"06/jul/2020"
"SIN","EOLICA",21,2343.539,"06/jul/2020"
"SIN","EOLICA",22,2429.605,"06/jul/2020"
"SIN","EOLICA",23,2426.207,"06/jul/2020"
"SIN","EOLICA",24,2315.381,"06/jul/2020"
"SIN","FOTOVOLTAICA",1,0,"06/jul/2020"
"SIN","FOTOVOLTAICA",2,0,"06/jul/2020"
"SIN","FOTOVOLTAICA",3,0,"06/jul/2020"
"SIN","FOTOVOLTAICA",4,0,"06/jul/2020"
"SIN","FOTOVOLTAICA",5,0,"06/jul/2020"
"SIN","FOTOVOLTAICA",6,0,"06/jul/2020"
"SIN","FOTOVOLTAICA",7,0.869,"06/jul/2020"
"SIN","FOTOVOLTAICA",8,430.746,"06/jul/2020"
"SIN","FOTOVOLTAICA",9,2140.228,"06/jul/2020"
"SIN","FOTOVOLTAICA",10,3543.141,"06/jul/2020"
"SIN","FOTOVOLTAICA",11,4198.164,"06/jul/2020"
"SIN","FOTOVOLTAICA",12,4380.409,"06/jul/2020"
"SIN","FOTOVOLTAICA",13,4420.858,"06/jul/2020"
"SIN","FOTOVOLTAICA",14,4406.505,"06/jul/2020"
"SIN","FOTOVOLTAICA",15,4319.908,"06/jul/2020"
"SIN","FOTOVOLTAICA",16,4105.458,"06/jul/2020"
"SIN","FOTOVOLTAICA",17,3895.406,"06/jul/2020"
"SIN","FOTOVOLTAICA",18,3563.319,"06/jul/2020"
"SIN","FOTOVOLTAICA",19,2871.25,"06/jul/2020"
"SIN","FOTOVOLTAICA",20,1777.219,"06/jul/2020"
"SIN","FOTOVOLTAICA",21,361.484,"06/jul/2020"
"SIN","FOTOVOLTAICA",22,34.25,"06/jul/2020"
"SIN","FOTOVOLTAICA",23,0,"06/jul/2020"
"SIN","FOTOVOLTAICA",24,0,"06/jul/2020"
"BCA","EOLICA",1,15.257,"07/jul/2020"
"BCA","EOLICA",2,15.713,"07/jul/2020"
"BCA","EOLICA",3,16.036,"07/jul/2020"
"BCA","EOLICA",4,15.979,"07/jul/2020"
"BCA","EOLICA",5,15.143,"07/jul/2020"
"BCA","EOLICA",6,13.3,"07/jul/2020"
"BCA","EOLICA",7,10.64,"07/jul/2020"
"BCA","EOLICA",8,8.185,"07/jul/2020"
"BCA","EOLICA",9,5.734,"07/jul/2020"
"BCA","EOLICA",10,3.91,"07/jul/2020"
"BCA","EOLICA",11,6.269,"07/jul/2020"
"BCA","EOLICA",12,5.585,"07/jul/2020"
"BCA","EOLICA",13,5.718,"07/jul/2020"
"BCA","EOLICA",14,9.93,"07/jul/2020"
"BCA","EOLICA",15,12.932,"07/jul/2020"
"BCA","EOLICA",16,18.404,"07/jul/2020"
"BCA","EOLICA",17,25.927,"07/jul/2020"
"BCA","EOLICA",18,19.965,"07/jul/2020"
"BCA","EOLICA",19,20.185,"07/jul/2020"
"BCA","EOLICA",20,20.048,"07/jul/2020"
"BCA","EOLICA",21,18.243,"07/jul/2020"
"BCA","EOLICA",22,16.685,"07/jul/2020"
"BCA","EOLICA",23,13.946,"07/jul/2020"
"BCA","EOLICA",24,13.224,"07/jul/2020"
"BCA","FOTOVOLTAICA",1,0,"07/jul/2020"
"BCA","FOTOVOLTAICA",2,0,"07/jul/2020"
"BCA","FOTOVOLTAICA",3,0,"07/jul/2020"
"BCA","FOTOVOLTAICA",4,0,"07/jul/2020"
"BCA","FOTOVOLTAICA",5,0,"07/jul/2020"
"BCA","FOTOVOLTAICA",6,0.53,"07/jul/2020"
"BCA","FOTOVOLTAICA",7,14.19,"07/jul/2020"
"BCA","FOTOVOLTAICA",8,36,"07/jul/2020"
"BCA","FOTOVOLTAICA",9,43.54,"07/jul/2020"
"BCA","FOTOVOLTAICA",10,43.72,"07/jul/2020"
"BCA","FOTOVOLTAICA",11,43.78,"07/jul/2020"
"BCA","FOTOVOLTAICA",12,43.74,"07/jul/2020"
"BCA","FOTOVOLTAICA",13,43.7,"07/jul/2020"
"BCA","FOTOVOLTAICA",14,43.65,"07/jul/2020"
"BCA","FOTOVOLTAICA",15,43.63,"07/jul/2020"
"BCA","FOTOVOLTAICA",16,43.5,"07/jul/2020"
"BCA","FOTOVOLTAICA",17,43.33,"07/jul/2020"
"BCA","FOTOVOLTAICA",18,43.04,"07/jul/2020"
"BCA","FOTOVOLTAICA",19,27.22,"07/jul/2020"
"BCA","FOTOVOLTAICA",20,4.07,"07/jul/2020"
"BCA","FOTOVOLTAICA",21,0,"07/jul/2020"
"BCA","FOTOVOLTAICA",22,0,"07/jul/2020"
"BCA","FOTOVOLTAICA",23,0,"07/jul/2020"
"BCA","FOTOVOLTAICA",24,0,"07/jul/2020"
"BCS","FOTOVOLTAICA",1,0,"07/jul/2020"
"BCS","FOTOVOLTAICA",2,0,"07/jul/2020"
"BCS","FOTOVOLTAICA",3,0,"07/jul/2020"
"BCS","FOTOVOLTAICA",4,0,"07/jul/2020"
"BCS","FOTOVOLTAICA",5,0,"07/jul/2020"
"BCS","FOTOVOLTAICA",6,0.003,"07/jul/2020"
"BCS","FOTOVOLTAICA",7,0.151,"07/jul/2020"
"BCS","FOTOVOLTAICA",8,2.996,"07/jul/2020"
"BCS","FOTOVOLTAICA",9,12.127,"07/jul/2020"
"BCS","FOTOVOLTAICA",10,27.388,"07/jul/2020"
"BCS","FOTOVOLTAICA",11,39.846,"07/jul/2020"
"BCS","FOTOVOLTAICA",12,49.34,"07/jul/2020"
"BCS","FOTOVOLTAICA",13,53.078,"07/jul/2020"
"BCS","FOTOVOLTAICA",14,53.838,"07/jul/2020"
"BCS","FOTOVOLTAICA",15,52.941,"07/jul/2020"
"BCS","FOTOVOLTAICA",16,46.841,"07/jul/2020"
"BCS","FOTOVOLTAICA",17,41.848,"07/jul/2020"
"BCS","FOTOVOLTAICA",18,27.856,"07/jul/2020"
"BCS","FOTOVOLTAICA",19,12.092,"07/jul/2020"
"BCS","FOTOVOLTAICA",20,1.753,"07/jul/2020"
"BCS","FOTOVOLTAICA",21,0.009,"07/jul/2020"
"BCS","FOTOVOLTAICA",22,0,"07/jul/2020"
"BCS","FOTOVOLTAICA",23,0,"07/jul/2020"
"BCS","FOTOVOLTAICA",24,0,"07/jul/2020"
"SIN","EOLICA",1,2278.934,"07/jul/2020"
"SIN","EOLICA",2,2087.341,"07/jul/2020"
"SIN","EOLICA",3,1885.784,"07/jul/2020"
"SIN","EOLICA",4,1734.253,"07/jul/2020"
"SIN","EOLICA",5,1532.649,"07/jul/2020"
"SIN","EOLICA",6,1445.842,"07/jul/2020"
"SIN","EOLICA",7,1381.623,"07/jul/2020"
"SIN","EOLICA",8,1346.176,"07/jul/2020"
"SIN","EOLICA",9,1397.818,"07/jul/2020"
"SIN","EOLICA",10,1443.654,"07/jul/2020"
"SIN","EOLICA",11,1478.649,"07/jul/2020"
"SIN","EOLICA",12,1523.999,"07/jul/2020"
"SIN","EOLICA",13,1649.161,"07/jul/2020"
"SIN","EOLICA",14,1766.915,"07/jul/2020"
"SIN","EOLICA",15,1858.816,"07/jul/2020"
"SIN","EOLICA",16,1931.369,"07/jul/2020"
"SIN","EOLICA",17,2038.163,"07/jul/2020"
"SIN","EOLICA",18,2112.467,"07/jul/2020"
"SIN","EOLICA",19,2153.857,"07/jul/2020"
"SIN","EOLICA",20,2280.32,"07/jul/2020"
"SIN","EOLICA",21,2289.609,"07/jul/2020"
"SIN","EOLICA",22,2333.806,"07/jul/2020"
"SIN","EOLICA",23,2335.434,"07/jul/2020"
"SIN","EOLICA",24,2234.61,"07/jul/2020"
"SIN","FOTOVOLTAICA",1,0,"07/jul/2020"
"SIN","FOTOVOLTAICA",2,0,"07/jul/2020"
"SIN","FOTOVOLTAICA",3,0,"07/jul/2020"
"SIN","FOTOVOLTAICA",4,0,"07/jul/2020"
"SIN","FOTOVOLTAICA",5,0,"07/jul/2020"
"SIN","FOTOVOLTAICA",6,0,"07/jul/2020"
"SIN","FOTOVOLTAICA",7,0.803,"07/jul/2020"
"SIN","FOTOVOLTAICA",8,364.613,"07/jul/2020"
"SIN","FOTOVOLTAICA",9,2100.369,"07/jul/2020"
"SIN","FOTOVOLTAICA",10,3470.768,"07/jul/2020"
"SIN","FOTOVOLTAICA",11,4123.13,"07/jul/2020"
"SIN","FOTOVOLTAICA",12,4312.332,"07/jul/2020"
"SIN","FOTOVOLTAICA",13,4363.955,"07/jul/2020"
"SIN","FOTOVOLTAICA",14,4332.544,"07/jul/2020"
"SIN","FOTOVOLTAICA",15,4244.283,"07/jul/2020"
"SIN","FOTOVOLTAICA",16,3990.283,"07/jul/2020"
"SIN","FOTOVOLTAICA",17,3737,"07/jul/2020"
"SIN","FOTOVOLTAICA",18,3328.515,"07/jul/2020"
"SIN","FOTOVOLTAICA",19,2741.246,"07/jul/2020"
"SIN","FOTOVOLTAICA",20,1654.311,"07/jul/2020"
"SIN","FOTOVOLTAICA",21,339.457,"07/jul/2020"
"SIN","FOTOVOLTAICA",22,34.55,"07/jul/2020"
"SIN","FOTOVOLTAICA",23,0,"07/jul/2020"
"SIN","FOTOVOLTAICA",24,0,"07/jul/2020"
"BCA","EOLICA",1,9.565,"08/jul/2020"
"BCA","EOLICA",2,9.835,"08/jul/2020"
"BCA","EOLICA",3,9.815,"08/jul/2020"
"BCA","EOLICA",4,9.405,"08/jul/2020"
"BCA","EOLICA",5,8.605,"08/jul/2020"
"BCA","EOLICA",6,7.435,"08/jul/2020"
"BCA","EOLICA",7,7.753,"08/jul/2020"
"BCA","EOLICA",8,6.417,"08/jul/2020"
"BCA","EOLICA",9,4.766,"08/jul/2020"
"BCA","EOLICA",10,4.236,"08/jul/2020"
"BCA","EOLICA",11,3.43,"08/jul/2020"
"BCA","EOLICA",12,3.443,"08/jul/2020"
"BCA","EOLICA",13,5.428,"08/jul/2020"
"BCA","EOLICA",14,7.183,"08/jul/2020"
"BCA","EOLICA",15,8.7,"08/jul/2020"
"BCA","EOLICA",16,12.25,"08/jul/2020"
"BCA","EOLICA",17,16.95,"08/jul/2020"
"BCA","EOLICA",18,18.02,"08/jul/2020"
"BCA","EOLICA",19,15.22,"08/jul/2020"
"BCA","EOLICA",20,12.125,"08/jul/2020"
"BCA","EOLICA",21,9.705,"08/jul/2020"
"BCA","EOLICA",22,9.875,"08/jul/2020"
"BCA","EOLICA",23,10.785,"08/jul/2020"
"BCA","EOLICA",24,11.715,"08/jul/2020"
"BCA","FOTOVOLTAICA",1,0,"08/jul/2020"
"BCA","FOTOVOLTAICA",2,0,"08/jul/2020"
"BCA","FOTOVOLTAICA",3,0,"08/jul/2020"
"BCA","FOTOVOLTAICA",4,0,"08/jul/2020"
"BCA","FOTOVOLTAICA",5,0,"08/jul/2020"
"BCA","FOTOVOLTAICA",6,0.13,"08/jul/2020"
"BCA","FOTOVOLTAICA",7,8.81,"08/jul/2020"
"BCA","FOTOVOLTAICA",8,29.46,"08/jul/2020"
"BCA","FOTOVOLTAICA",9,34.74,"08/jul/2020"
"BCA","FOTOVOLTAICA",10,35.52,"08/jul/2020"
"BCA","FOTOVOLTAICA",11,35.58,"08/jul/2020"
"BCA","FOTOVOLTAICA",12,35.54,"08/jul/2020"
"BCA","FOTOVOLTAICA",13,35.5,"08/jul/2020"
"BCA","FOTOVOLTAICA",14,35.45,"08/jul/2020"
"BCA","FOTOVOLTAICA",15,35.43,"08/jul/2020"
"BCA","FOTOVOLTAICA",16,35.3,"08/jul/2020"
"BCA","FOTOVOLTAICA",17,34.8,"08/jul/2020"
"BCA","FOTOVOLTAICA",18,30.82,"08/jul/2020"
"BCA","FOTOVOLTAICA",19,17.86,"08/jul/2020"
"BCA","FOTOVOLTAICA",20,1.72,"08/jul/2020"
"BCA","FOTOVOLTAICA",21,0,"08/jul/2020"
"BCA","FOTOVOLTAICA",22,0,"08/jul/2020"
"BCA","FOTOVOLTAICA",23,0,"08/jul/2020"
"BCA","FOTOVOLTAICA",24,0,"08/jul/2020"
"BCS","FOTOVOLTAICA",1,0,"08/jul/2020"
"BCS","FOTOVOLTAICA",2,0,"08/jul/2020"
"BCS","FOTOVOLTAICA",3,0,"08/jul/2020"
"BCS","FOTOVOLTAICA",4,0,"08/jul/2020"
"BCS","FOTOVOLTAICA",5,0,"08/jul/2020"
"BCS","FOTOVOLTAICA",6,0.003,"08/jul/2020"
"BCS","FOTOVOLTAICA",7,0.151,"08/jul/2020"
"BCS","FOTOVOLTAICA",8,2.996,"08/jul/2020"
"BCS","FOTOVOLTAICA",9,12.127,"08/jul/2020"
"BCS","FOTOVOLTAICA",10,27.388,"08/jul/2020"
"BCS","FOTOVOLTAICA",11,39.846,"08/jul/2020"
"BCS","FOTOVOLTAICA",12,49.34,"08/jul/2020"
"BCS","FOTOVOLTAICA",13,53.078,"08/jul/2020"
"BCS","FOTOVOLTAICA",14,53.838,"08/jul/2020"
"BCS","FOTOVOLTAICA",15,52.941,"08/jul/2020"
"BCS","FOTOVOLTAICA",16,46.841,"08/jul/2020"
"BCS","FOTOVOLTAICA",17,41.848,"08/jul/2020"
"BCS","FOTOVOLTAICA",18,27.856,"08/jul/2020"
"BCS","FOTOVOLTAICA",19,12.092,"08/jul/2020"
"BCS","FOTOVOLTAICA",20,1.753,"08/jul/2020"
"BCS","FOTOVOLTAICA",21,0.009,"08/jul/2020"
"BCS","FOTOVOLTAICA",22,0,"08/jul/2020"
"BCS","FOTOVOLTAICA",23,0,"08/jul/2020"
"BCS","FOTOVOLTAICA",24,0,"08/jul/2020"
"SIN","EOLICA",1,2104.542,"08/jul/2020"
"SIN","EOLICA",2,1973.257,"08/jul/2020"
"SIN","EOLICA",3,1813.646,"08/jul/2020"
"SIN","EOLICA",4,1656.044,"08/jul/2020"
"SIN","EOLICA",5,1512.592,"08/jul/2020"
"SIN","EOLICA",6,1455.846,"08/jul/2020"
"SIN","EOLICA",7,1409.673,"08/jul/2020"
"SIN","EOLICA",8,1465.928,"08/jul/2020"
"SIN","EOLICA",9,1552.193,"08/jul/2020"
"SIN","EOLICA",10,1727.892,"08/jul/2020"
"SIN","EOLICA",11,1824.274,"08/jul/2020"
"SIN","EOLICA",12,1910.602,"08/jul/2020"
"SIN","EOLICA",13,2024.068,"08/jul/2020"
"SIN","EOLICA",14,2093.796,"08/jul/2020"
"SIN","EOLICA",15,2141.127,"08/jul/2020"
"SIN","EOLICA",16,2240.745,"08/jul/2020"
"SIN","EOLICA",17,2366.551,"08/jul/2020"
"SIN","EOLICA",18,2455.754,"08/jul/2020"
"SIN","EOLICA",19,2465.406,"08/jul/2020"
"SIN","EOLICA",20,2433.312,"08/jul/2020"
"SIN","EOLICA",21,2384.332,"08/jul/2020"
"SIN","EOLICA",22,2299.996,"08/jul/2020"
"SIN","EOLICA",23,2292.522,"08/jul/2020"
"SIN","EOLICA",24,2185.097,"08/jul/2020"
"SIN","FOTOVOLTAICA",1,0,"08/jul/2020"
"SIN","FOTOVOLTAICA",2,0,"08/jul/2020"
"SIN","FOTOVOLTAICA",3,0,"08/jul/2020"
"SIN","FOTOVOLTAICA",4,0,"08/jul/2020"
"SIN","FOTOVOLTAICA",5,0,"08/jul/2020"
"SIN","FOTOVOLTAICA",6,0,"08/jul/2020"
"SIN","FOTOVOLTAICA",7,1.434,"08/jul/2020"
"SIN","FOTOVOLTAICA",8,423.081,"08/jul/2020"
"SIN","FOTOVOLTAICA",9,2057.803,"08/jul/2020"
"SIN","FOTOVOLTAICA",10,3364.536,"08/jul/2020"
"SIN","FOTOVOLTAICA",11,4077.419,"08/jul/2020"
"SIN","FOTOVOLTAICA",12,4248.104,"08/jul/2020"
"SIN","FOTOVOLTAICA",13,4293.531,"08/jul/2020"
"SIN","FOTOVOLTAICA",14,4258.314,"08/jul/2020"
"SIN","FOTOVOLTAICA",15,4151.991,"08/jul/2020"
"SIN","FOTOVOLTAICA",16,3905.517,"08/jul/2020"
"SIN","FOTOVOLTAICA",17,3576.817,"08/jul/2020"
"SIN","FOTOVOLTAICA",18,3171.056,"08/jul/2020"
"SIN","FOTOVOLTAICA",19,2498.402,"08/jul/2020"
"SIN","FOTOVOLTAICA",20,1598.416,"08/jul/2020"
"SIN","FOTOVOLTAICA",21,405.664,"08/jul/2020"
"SIN","FOTOVOLTAICA",22,57.72,"08/jul/2020"
"SIN","FOTOVOLTAICA",23,2.4,"08/jul/2020"
"SIN","FOTOVOLTAICA",24,0,"08/jul/2020"
"BCA","EOLICA",1,4.425,"09/jul/2020"
"BCA","EOLICA",2,4.282,"09/jul/2020"
"BCA","EOLICA",3,4.022,"09/jul/2020"
"BCA","EOLICA",4,3.658,"09/jul/2020"
"BCA","EOLICA",5,3.164,"09/jul/2020"
"BCA","EOLICA",6,2.527,"09/jul/2020"
"BCA","EOLICA",7,1.825,"09/jul/2020"
"BCA","EOLICA",8,1.188,"09/jul/2020"
"BCA","EOLICA",9,0.759,"09/jul/2020"
"BCA","EOLICA",10,0.538,"09/jul/2020"
"BCA","EOLICA",11,0.447,"09/jul/2020"
"BCA","EOLICA",12,0.434,"09/jul/2020"
"BCA","EOLICA",13,0.46,"09/jul/2020"
"BCA","EOLICA",14,0.486,"09/jul/2020"
"BCA","EOLICA",15,0.512,"09/jul/2020"
"BCA","EOLICA",16,0.564,"09/jul/2020"
"BCA","EOLICA",17,1.139,"09/jul/2020"
"BCA","EOLICA",18,1.256,"09/jul/2020"
"BCA","EOLICA",19,1.032,"09/jul/2020"
"BCA","EOLICA",20,1.344,"09/jul/2020"
"BCA","EOLICA",21,1.487,"09/jul/2020"
"BCA","EOLICA",22,1.422,"09/jul/2020"
"BCA","EOLICA",23,1.266,"09/jul/2020"
"BCA","EOLICA",24,1.175,"09/jul/2020"
